id,query,category,ablation,mode,route,retrieved_node_count,retrieved_chunk_count,retrieved_edge_count,faithfulness,answer_relevance,context_precision,context_recall,graph_path_recall,evidence_chain_completeness,citation_accuracy,conflict_awareness,latency_ms,cost_usd_estimate,required_node_recall,required_edge_recall,path_validity,provenance_coverage,merge_quality,staleness_detection
CMP-05,Compare Microsoft GraphRAG repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,10,4,5,1.0,1.0,1.0,0.5,0.8,0.714,1.0,0.8,65.032,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-05,Compare Microsoft GraphRAG repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,local,local,local,10,3,5,1.0,0.741,1.0,0.5,0.8,1.0,1.0,0.8,136.389,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-05,Compare Microsoft GraphRAG repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,2.637,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-05,Compare Microsoft GraphRAG repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,3,5,1.0,0.741,1.0,1.0,0.8,0.714,1.0,0.8,290.428,0.0,1.0,0.0,1.0,1.0,1.0,1.0
CMP-05,Compare Microsoft GraphRAG repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,best-route,hybrid,comparison,10,4,5,1.0,1.0,1.0,0.5,0.8,0.714,1.0,0.8,64.835,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-06,Compare MemGPT repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.155,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-06,Compare MemGPT repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,8,2,4,1.0,1.0,1.0,0.5,0.8,0.714,1.0,0.8,64.745,0.0,0.5,0.0,1.0,1.0,1.0,1.0
CMP-06,Compare MemGPT repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,local,local,local,10,2,6,1.0,0.741,1.0,0.5,0.8,0.714,1.0,0.8,143.179,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-06,Compare MemGPT repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,2.397,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-06,Compare MemGPT repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,1,4,1.0,0.988,1.0,0.5,0.8,0.714,1.0,0.8,269.665,0.0,0.5,0.0,1.0,1.0,1.0,1.0
CMP-06,Compare MemGPT repo and SignalGraph agent-memory repo for production retrieval decisions.,comparison,best-route,hybrid,comparison,8,2,4,1.0,1.0,1.0,0.5,0.8,0.714,1.0,0.8,62.975,0.0,0.5,0.0,1.0,1.0,1.0,1.0
CMP-07,Compare RAG faithfulness and context recall for production retrieval decisions.,comparison,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.0,0.4,0.143,1.0,0.8,2.134,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-07,Compare RAG faithfulness and context recall for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,4,2,0,1.0,0.988,1.0,0.0,0.4,0.143,1.0,0.8,58.065,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-07,Compare RAG faithfulness and context recall for production retrieval decisions.,comparison,local,local,local,11,2,6,1.0,0.741,1.0,0.0,0.8,1.0,1.0,0.8,133.245,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-07,Compare RAG faithfulness and context recall for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,1.0,0.0,0.429,1.0,0.8,2.432,0.0,1.0,0.0,1.0,1.0,1.0,1.0
CMP-07,Compare RAG faithfulness and context recall for production retrieval decisions.,comparison,DRIFT-style,drift,drift,10,3,5,1.0,0.988,1.0,0.0,0.8,0.714,1.0,0.8,295.804,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-07,Compare RAG faithfulness and context recall for production retrieval decisions.,comparison,best-route,hybrid,comparison,4,2,0,1.0,0.988,1.0,0.0,0.4,0.143,1.0,0.8,63.832,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-08,Compare paper evidence and repo evidence for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.494,1.0,0.0,0.2,0.143,1.0,0.8,2.236,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-08,Compare paper evidence and repo evidence for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,4,3,0,1.0,1.0,1.0,0.0,0.2,0.143,1.0,0.8,68.527,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-08,Compare paper evidence and repo evidence for production retrieval decisions.,comparison,local,local,local,9,3,4,1.0,0.494,1.0,0.0,0.6,1.0,1.0,0.8,138.464,0.0,0.0,0.5,1.0,1.0,1.0,1.0
CMP-08,Compare paper evidence and repo evidence for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,2.386,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-08,Compare paper evidence and repo evidence for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,3,6,1.0,0.741,1.0,0.5,1.0,1.0,1.0,0.8,282.907,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-08,Compare paper evidence and repo evidence for production retrieval decisions.,comparison,best-route,hybrid,comparison,4,3,0,1.0,1.0,1.0,0.0,0.2,0.143,1.0,0.8,60.426,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-09,Compare dataset cards and model cards for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.494,1.0,0.0,0.2,0.143,1.0,0.8,2.015,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-09,Compare dataset cards and model cards for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,6,3,2,1.0,0.988,1.0,0.0,0.4,0.714,1.0,0.8,61.988,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-09,Compare dataset cards and model cards for production retrieval decisions.,comparison,local,local,local,11,2,7,1.0,0.494,1.0,0.0,0.8,1.0,1.0,0.8,219.56,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-09,Compare dataset cards and model cards for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,18.274,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-09,Compare dataset cards and model cards for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,2,6,1.0,0.741,1.0,0.0,1.0,0.714,1.0,0.8,315.747,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-09,Compare dataset cards and model cards for production retrieval decisions.,comparison,best-route,hybrid,comparison,6,3,2,1.0,0.988,1.0,0.0,0.4,0.714,1.0,0.8,68.634,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-10,Compare GraphRAG Foundations and Graph-aware Agent Memory for production retrieval decisions.,comparison,vector-only,vector,vector,4,3,0,1.0,0.494,1.0,0.0,0.4,0.143,1.0,0.8,2.114,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-10,Compare GraphRAG Foundations and Graph-aware Agent Memory for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,6,2,2,1.0,0.988,1.0,0.5,0.8,0.714,1.0,0.8,56.703,0.0,0.5,0.0,1.0,1.0,1.0,1.0
CMP-10,Compare GraphRAG Foundations and Graph-aware Agent Memory for production retrieval decisions.,comparison,local,local,local,10,3,6,1.0,0.741,1.0,0.5,0.8,0.714,1.0,0.8,129.675,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-10,Compare GraphRAG Foundations and Graph-aware Agent Memory for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,2.599,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-10,Compare GraphRAG Foundations and Graph-aware Agent Memory for production retrieval decisions.,comparison,DRIFT-style,drift,drift,10,2,7,1.0,0.741,1.0,1.0,1.0,1.0,1.0,0.8,278.104,0.0,1.0,0.5,1.0,1.0,1.0,1.0
CMP-10,Compare GraphRAG Foundations and Graph-aware Agent Memory for production retrieval decisions.,comparison,best-route,hybrid,comparison,6,2,2,1.0,0.988,1.0,0.5,0.8,0.714,1.0,0.8,60.621,0.0,0.5,0.0,1.0,1.0,1.0,1.0
CMP-11,Compare RAG evaluation and production repo health for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.804,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-11,Compare RAG evaluation and production repo health for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,8,3,3,1.0,0.988,1.0,0.0,0.8,0.714,1.0,0.8,76.254,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-11,Compare RAG evaluation and production repo health for production retrieval decisions.,comparison,local,local,local,11,3,6,1.0,0.494,1.0,0.0,0.8,1.0,1.0,0.8,136.792,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-11,Compare RAG evaluation and production repo health for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,2.391,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-11,Compare RAG evaluation and production repo health for production retrieval decisions.,comparison,DRIFT-style,drift,drift,8,2,5,1.0,0.741,1.0,0.5,0.8,1.0,1.0,0.8,271.744,0.0,0.5,0.0,1.0,1.0,1.0,1.0
CMP-11,Compare RAG evaluation and production repo health for production retrieval decisions.,comparison,best-route,hybrid,comparison,8,3,3,1.0,0.988,1.0,0.0,0.8,0.714,1.0,0.8,63.477,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-12,Compare claims and source chunks for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.04,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-12,Compare claims and source chunks for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,6,4,2,1.0,0.988,1.0,0.0,0.4,0.714,1.0,0.8,61.556,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-12,Compare claims and source chunks for production retrieval decisions.,comparison,local,local,local,9,3,4,1.0,0.741,1.0,0.0,0.6,0.714,1.0,0.8,142.604,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-12,Compare claims and source chunks for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.0,0.429,1.0,0.8,2.699,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-12,Compare claims and source chunks for production retrieval decisions.,comparison,DRIFT-style,drift,drift,8,3,4,1.0,0.741,1.0,0.0,0.8,0.714,1.0,0.8,281.635,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-12,Compare claims and source chunks for production retrieval decisions.,comparison,best-route,hybrid,comparison,6,4,2,1.0,0.988,1.0,0.0,0.4,0.714,1.0,0.8,62.414,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CMP-13,Compare benchmarks and datasets for production retrieval decisions.,comparison,vector-only,vector,vector,4,3,0,1.0,0.494,1.0,0.0,0.4,0.143,1.0,0.8,2.048,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-13,Compare benchmarks and datasets for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,6,2,2,1.0,0.988,1.0,0.0,0.4,0.714,1.0,0.8,47.921,0.0,0.0,0.5,1.0,1.0,1.0,1.0
CMP-13,Compare benchmarks and datasets for production retrieval decisions.,comparison,local,local,local,9,1,6,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,118.759,0.0,0.0,0.5,1.0,1.0,1.0,1.0
CMP-13,Compare benchmarks and datasets for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.0,0.429,1.0,0.8,2.353,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-13,Compare benchmarks and datasets for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,1,5,1.0,0.741,1.0,0.0,0.8,0.714,1.0,0.8,273.423,0.0,0.0,0.5,1.0,1.0,1.0,1.0
CMP-13,Compare benchmarks and datasets for production retrieval decisions.,comparison,best-route,hybrid,comparison,6,2,2,1.0,0.988,1.0,0.0,0.4,0.714,1.0,0.8,46.655,0.0,0.0,0.5,1.0,1.0,1.0,1.0
CMP-14,Compare local search and global search for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.494,1.0,0.0,0.2,0.143,1.0,0.8,2.01,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-14,Compare local search and global search for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,8,4,3,1.0,0.988,1.0,0.5,0.6,0.714,1.0,0.8,64.258,0.0,0.5,1.0,1.0,1.0,1.0,1.0
CMP-14,Compare local search and global search for production retrieval decisions.,comparison,local,local,local,9,3,3,1.0,0.741,1.0,0.5,0.6,0.714,1.0,0.8,150.738,0.0,0.5,1.0,1.0,1.0,1.0,1.0
CMP-14,Compare local search and global search for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.0,0.429,1.0,0.8,2.401,0.0,0.5,1.0,1.0,1.0,1.0,1.0
CMP-14,Compare local search and global search for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,3,5,1.0,0.741,1.0,0.5,1.0,0.714,1.0,0.8,297.814,0.0,0.5,1.0,1.0,1.0,1.0,1.0
CMP-14,Compare local search and global search for production retrieval decisions.,comparison,best-route,hybrid,comparison,8,4,3,1.0,0.988,1.0,0.5,0.6,0.714,1.0,0.8,68.44,0.0,0.5,1.0,1.0,1.0,1.0,1.0
CMP-15,Compare DRIFT-style routing and structured lookup for production retrieval decisions.,comparison,vector-only,vector,vector,4,4,0,1.0,0.494,1.0,0.0,0.2,0.143,1.0,0.8,2.665,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CMP-15,Compare DRIFT-style routing and structured lookup for production retrieval decisions.,comparison,hybrid,hybrid,hybrid,6,3,2,1.0,0.988,1.0,0.5,0.6,0.714,1.0,0.8,59.715,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-15,Compare DRIFT-style routing and structured lookup for production retrieval decisions.,comparison,local,local,local,8,2,5,1.0,0.494,1.0,0.5,0.8,0.714,1.0,0.8,128.805,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-15,Compare DRIFT-style routing and structured lookup for production retrieval decisions.,comparison,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.0,0.429,1.0,0.8,2.389,0.0,0.5,0.5,1.0,1.0,1.0,1.0
CMP-15,Compare DRIFT-style routing and structured lookup for production retrieval decisions.,comparison,DRIFT-style,drift,drift,9,3,5,1.0,0.741,1.0,1.0,0.8,0.714,1.0,0.8,276.224,0.0,1.0,0.5,1.0,1.0,1.0,1.0
CMP-15,Compare DRIFT-style routing and structured lookup for production retrieval decisions.,comparison,best-route,hybrid,comparison,6,3,2,1.0,0.988,1.0,0.5,0.6,0.714,1.0,0.8,55.838,0.0,0.5,0.5,1.0,1.0,1.0,1.0
LAN-01,What are the main themes in GraphRAG and agent memory research?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.2,0.143,1.0,0.8,2.247,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-01,What are the main themes in GraphRAG and agent memory research?,broad landscape,hybrid,hybrid,hybrid,7,3,3,1.0,0.247,1.0,0.5,0.6,0.714,1.0,0.8,50.655,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-01,What are the main themes in GraphRAG and agent memory research?,broad landscape,local,local,local,11,3,5,1.0,0.0,1.0,0.5,1.0,0.714,1.0,0.8,114.883,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-01,What are the main themes in GraphRAG and agent memory research?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.2,0.429,1.0,0.8,2.396,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-01,What are the main themes in GraphRAG and agent memory research?,broad landscape,DRIFT-style,drift,drift,11,2,6,1.0,0.741,1.0,0.5,1.0,1.0,1.0,0.8,272.458,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-01,What are the main themes in GraphRAG and agent memory research?,broad landscape,best-route,global,global,4,0,1,1.0,0.741,1.0,0.5,0.2,0.429,1.0,0.8,2.366,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-02,What are the approaches to RAG evaluation?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.2,0.143,1.0,0.8,1.975,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-02,What are the approaches to RAG evaluation?,broad landscape,hybrid,hybrid,hybrid,7,3,2,1.0,0.247,1.0,0.5,0.8,1.0,1.0,0.8,47.335,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-02,What are the approaches to RAG evaluation?,broad landscape,local,local,local,8,1,5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.8,245.085,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-02,What are the approaches to RAG evaluation?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.2,0.429,1.0,0.8,2.361,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-02,What are the approaches to RAG evaluation?,broad landscape,DRIFT-style,drift,drift,11,3,7,1.0,0.741,1.0,0.0,1.0,1.0,1.0,0.8,298.986,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-02,What are the approaches to RAG evaluation?,broad landscape,best-route,hybrid,hybrid,7,3,2,1.0,0.247,1.0,0.5,0.8,1.0,1.0,0.8,49.611,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-03,What are the implementation risks for research-to-production assistants?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.347,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-03,What are the implementation risks for research-to-production assistants?,broad landscape,hybrid,hybrid,hybrid,4,3,0,1.0,0.741,1.0,0.0,0.4,0.143,1.0,0.8,49.647,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-03,What are the implementation risks for research-to-production assistants?,broad landscape,local,local,local,10,3,4,1.0,0.247,1.0,0.0,0.8,0.714,1.0,0.8,130.075,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-03,What are the implementation risks for research-to-production assistants?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.696,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-03,What are the implementation risks for research-to-production assistants?,broad landscape,DRIFT-style,drift,drift,10,3,5,1.0,0.741,1.0,0.5,1.0,0.714,1.0,0.8,287.507,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-03,What are the implementation risks for research-to-production assistants?,broad landscape,best-route,drift,drift,10,3,5,1.0,0.741,1.0,0.5,1.0,0.714,1.0,0.8,282.645,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-04,What are the community-report signals for global questions?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.0,0.4,0.143,1.0,0.8,2.316,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-04,What are the community-report signals for global questions?,broad landscape,hybrid,hybrid,hybrid,8,3,4,1.0,0.741,1.0,0.5,0.6,1.0,1.0,0.8,54.799,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-04,What are the community-report signals for global questions?,broad landscape,local,local,local,9,2,4,1.0,0.741,1.0,0.5,0.8,1.0,1.0,0.8,145.472,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-04,What are the community-report signals for global questions?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.2,0.429,1.0,0.8,2.486,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-04,What are the community-report signals for global questions?,broad landscape,DRIFT-style,drift,drift,9,2,6,1.0,0.741,1.0,0.5,1.0,0.714,1.0,0.8,291.937,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-04,What are the community-report signals for global questions?,broad landscape,best-route,hybrid,hybrid,8,3,4,1.0,0.741,1.0,0.5,0.6,1.0,1.0,0.8,54.578,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-05,What are the benchmark and dataset coverage in the corpus?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.0,1.0,0.0,0.4,0.143,1.0,0.8,2.274,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-05,What are the benchmark and dataset coverage in the corpus?,broad landscape,hybrid,hybrid,hybrid,6,3,3,1.0,0.247,1.0,0.0,0.6,0.714,1.0,0.8,61.891,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-05,What are the benchmark and dataset coverage in the corpus?,broad landscape,local,local,local,8,2,4,1.0,0.0,1.0,0.0,0.6,0.714,1.0,0.8,131.398,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-05,What are the benchmark and dataset coverage in the corpus?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.469,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-05,What are the benchmark and dataset coverage in the corpus?,broad landscape,DRIFT-style,drift,drift,11,3,7,1.0,0.494,1.0,0.0,1.0,1.0,1.0,0.8,308.704,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-05,What are the benchmark and dataset coverage in the corpus?,broad landscape,best-route,hybrid,hybrid,6,3,3,1.0,0.247,1.0,0.0,0.6,0.714,1.0,0.8,57.305,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-06,What are the repo health patterns across GraphRAG implementations?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.245,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-06,What are the repo health patterns across GraphRAG implementations?,broad landscape,hybrid,hybrid,hybrid,7,2,3,1.0,0.741,1.0,0.0,0.6,0.714,1.0,0.8,51.937,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-06,What are the repo health patterns across GraphRAG implementations?,broad landscape,local,local,local,10,2,5,1.0,0.741,1.0,0.5,0.6,0.714,1.0,0.8,127.728,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-06,What are the repo health patterns across GraphRAG implementations?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.453,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-06,What are the repo health patterns across GraphRAG implementations?,broad landscape,DRIFT-style,drift,drift,10,3,5,1.0,0.741,1.0,0.0,1.0,0.714,1.0,0.8,289.528,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-06,What are the repo health patterns across GraphRAG implementations?,broad landscape,best-route,hybrid,hybrid,7,2,3,1.0,0.741,1.0,0.0,0.6,0.714,1.0,0.8,49.897,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-07,What are the how claims connect papers to source chunks?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.5,0.4,0.143,1.0,0.8,2.3,0.0,0.5,0.0,1.0,1.0,1.0,1.0
LAN-07,What are the how claims connect papers to source chunks?,broad landscape,hybrid,hybrid,hybrid,5,1,3,1.0,0.247,1.0,0.0,0.8,0.714,1.0,0.8,50.434,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-07,What are the how claims connect papers to source chunks?,broad landscape,local,local,local,8,2,4,1.0,0.741,1.0,0.5,0.8,0.714,1.0,0.8,159.254,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-07,What are the how claims connect papers to source chunks?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.958,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-07,What are the how claims connect papers to source chunks?,broad landscape,DRIFT-style,drift,drift,9,2,6,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,294.997,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-07,What are the how claims connect papers to source chunks?,broad landscape,best-route,hybrid,hybrid,5,1,3,1.0,0.247,1.0,0.0,0.8,0.714,1.0,0.8,50.011,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-08,What are the how methods connect repos and papers?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.0,0.4,0.143,1.0,0.8,2.029,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-08,What are the how methods connect repos and papers?,broad landscape,hybrid,hybrid,hybrid,6,1,3,1.0,0.247,1.0,0.0,0.8,0.714,1.0,0.8,59.188,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-08,What are the how methods connect repos and papers?,broad landscape,local,local,local,7,2,4,1.0,0.247,1.0,0.0,0.6,0.714,1.0,0.8,132.167,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-08,What are the how methods connect repos and papers?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.563,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-08,What are the how methods connect repos and papers?,broad landscape,DRIFT-style,drift,drift,8,3,4,1.0,0.494,1.0,0.0,0.8,0.714,1.0,0.8,297.197,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-08,What are the how methods connect repos and papers?,broad landscape,best-route,hybrid,hybrid,6,1,3,1.0,0.247,1.0,0.0,0.8,0.714,1.0,0.8,57.57,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-09,What are the where uncertainty appears in retrieved evidence?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.0,0.4,0.143,1.0,0.8,2.244,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-09,What are the where uncertainty appears in retrieved evidence?,broad landscape,hybrid,hybrid,hybrid,7,1,4,1.0,0.247,1.0,0.0,0.8,1.0,1.0,0.8,54.86,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-09,What are the where uncertainty appears in retrieved evidence?,broad landscape,local,local,local,9,2,4,1.0,0.247,1.0,0.0,0.8,1.0,1.0,0.8,274.594,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-09,What are the where uncertainty appears in retrieved evidence?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.619,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-09,What are the where uncertainty appears in retrieved evidence?,broad landscape,DRIFT-style,drift,drift,11,2,6,1.0,0.741,1.0,0.5,1.0,1.0,1.0,0.8,310.83,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-09,What are the where uncertainty appears in retrieved evidence?,broad landscape,best-route,hybrid,hybrid,7,1,4,1.0,0.247,1.0,0.0,0.8,1.0,1.0,0.8,55.011,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-10,What are the evidence chains useful for decision memos?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.0,0.4,0.143,1.0,0.8,2.298,0.0,0.0,0.0,1.0,1.0,1.0,1.0
